Area	Species	Year	AvgWt	AvgPrice	#fish(x1000)	Wtfish(x1000)	Estimated Value	Poundage by Fincance	Finance by Poundage
Alaska Totals	Chinook	2007	15.23	3.07	571	8694	26666	8685.993485	26690.58
Alaska Totals	Chinook	2006	15.71	3.03	645	10126	30721	10138.94389	30681.78
Alaska Totals	Chinook	2005	15.36	2.27	669	10747	24363	10732.59912	24395.69
Alaska Totals	Chinook	2004	15.8	1.93	816	12901	24941	12922.79793	24898.93
Alaska Totals	Chinook	2003	16.25	1.31	634	10305	13522	10322.1374	13499.55
Alaska Totals	Chinook	2002	16.46	1.35	584	9614	12937	9582.962963	12978.9
Alaska Totals	Chinook	2001	17.36	1.71	370	6410	12050	7046.783626	10961.1
Alaska Totals	Chinook	2000	16.84	1.67	360	6000	10010	5994.011976	10020
Alaska Totals	Chinook	1999	17.08	1.95	430	7340	16670	8548.717949	14313
Alaska Totals	Chinook	1998	17.46	1.17	580	10170	11900	10170.94017	11898.9
Alaska Totals	Chinook	1997	18.05	1.54	660	11890	18290	11876.62338	18310.6
Alaska Totals	Chinook	1996	18.65	1.42	500	9350	13350	9401.408451	13277
Alaska Totals	Chinook	1995	19.16	1.49	670	12670	18890	12677.85235	18878.3
Alaska Totals	Chinook	1994	18.24	1.39	640	11550	16030	11532.3741	16054.5
Alaska Totals	Sockeye	2016	5.41	0.88	52861	286159	251435	285721.5909	251819.92
Alaska Totals	Sockeye	2015	5.22	0.71	53748	280385	197783	278567.6056	199073.35
Alaska Totals	Sockeye	2014	5.6	1.37	43566	245358	349297	254961.3139	336140.46
Alaska Totals	Sockeye	2013	6.07	1.6	29257	177720	284951	178094.375	284352
Alaska Totals	Sockeye	2012	5.98	1.31	35769	213837	280210	213900.7634	280126.47
Alaska Totals	Sockeye	2011	6.18	1.31	40223	248700	325234	248270.229	325797
Alaska Totals	Sockeye	2010	5.88	1.2	41268	242637	291075	242562.5	291164.4
Alaska Totals	Sockeye	2009	5.97	0.9	43288	258334	231562	257291.1111	232500.6
Alaska Totals	Sockeye	2008	5.78	0.84	39090	225837	190622	226930.9524	189703.08
Alaska Totals	Sockeye	2007	5.89	0.8	47468	279541	224071	280088.75	223632.8
Alaska Totals	Sockeye	2006	5.71	0.76	41649	237716	180610	237644.7368	180664.16
Alaska Totals	Sockeye	2005	6.15	0.73	43387	266884	193679	265313.6986	194825.32
Alaska Totals	Sockeye	2004	5.77	0.6	44839	258859	154937	258228.3333	155315.4
Alaska Totals	Sockeye	2003	6.07	0.62	30912	187693	117115	188895.1613	116369.66
Alaska Totals	Sockeye	2002	6.09	0.6	22211	135355	81576	135960	81213
Alaska Totals	Sockeye	2001	6.45	0.58	26520	171040	97870	168741.3793	99203.2
Alaska Totals	Sockeye	2000	6.16	0.76	33500	206350	156750	206250	156826
Alaska Totals	Sockeye	1999	5.48	0.95	45120	247410	247020	260021.0526	235039.5
Alaska Totals	Sockeye	1998	5.63	1.17	22720	127950	149330	127632.4786	149701.5
Alaska Totals	Sockeye	1997	6.07	0.98	31090	188560	185340	189122.449	184788.8
Alaska Totals	Sockeye	1996	6.23	0.85	49860	310450	263520	310023.5294	263882.5
Alaska Totals	Sockeye	1995	5.52	0.88	63530	350490	308750	350852.2727	308431.2
Alaska Totals	Sockeye	1994	5.57	1.05	52390	291900	305750	291190.4762	306495
Alaska Totals	Coho	2016	7.23	1.21	3800	27461	33157	27402.47934	33227.81
Alaska Totals	Coho	2015	6.26	0.65	3574	22389	14631	22509.23077	14552.85
Alaska Totals	Coho	2014	7.14	1.15	6105	43462	49915	43404.34783	49981.3
Alaska Totals	Coho	2013	6.17	1.08	5353	33007	35757	33108.33333	35647.56
Alaska Totals	Coho	2012	6.47	1.27	3137	20308	25714	20247.24409	25791.16
Alaska Totals	Coho	2011	6.23	1.15	3478	21670	24964	21707.82609	24920.5
Alaska Totals	Coho	2010	7.54	1.16	4025	30332	35043	30209.48276	35185.12
Alaska Totals	Coho	2009	6.68	0.93	4124	27535	25716	27651.6129	25607.55
Alaska Totals	Coho	2008	7.93	1.28	4462	35386	45230	35335.9375	45294.08
Alaska Totals	Coho	2007	6.74	0.96	3642	24536	23444	24420.83333	23554.56
Alaska Totals	Coho	2006	7.24	1.04	4428	32065	33447	32160.57692	33347.6
Alaska Totals	Coho	2005	6.57	0.76	4621	31681	24192	31831.57895	24077.56
Alaska Totals	Coho	2004	7.27	0.7	5463	39712	27702	39574.28571	27798.4
Alaska Totals	Coho	2003	7.37	0.5	4208	31020	15429	30858	15510
Alaska Totals	Coho	2002	7.72	0.36	5059	39048	13985	38847.22222	14057.28
Alaska Totals	Coho	2001	7.08	0.49	4950	35000	17380	35469.38776	17150
Alaska Totals	Coho	2000	7.62	0.54	4200	31860	17160	31777.77778	17204.4
Alaska Totals	Coho	1999	6.2	0.79	4590	28450	24040	30430.37975	22475.5
Alaska Totals	Coho	1998	7.88	0.55	4680	36840	20160	36654.54545	20262
Alaska Totals	Coho	1997	7.38	0.79	3190	23550	18580	23518.98734	18604.5
Alaska Totals	Coho	1996	7.91	0.41	5870	46420	19200	46829.26829	19032.2
Alaska Totals	Coho	1995	7.7	0.59	6470	49820	29550	50084.74576	29393.8
Alaska Totals	Coho	1994	7.88	0.88	9560	75240	66540	75613.63636	66211.2
Alaska Totals	Pink	2016	4.07	0.24	39389	160231	37773	157387.5	38455.44
Alaska Totals	Pink	2015	3.42	0.2	190492	651280	131999	659995	130256
Alaska Totals	Pink	2014	3.45	0.3	95306	329089	97726	325753.3333	98726.7
Alaska Totals	Pink	2013	3.16	0.4	219160	691806	277160	692900	276722.4
Alaska Totals	Pink	2012	3.7	0.48	68035	252012	121958	254079.1667	120965.76
Alaska Totals	Pink	2011	3.4	0.46	116130	395390	182350	396413.0435	181879.4
Alaska Totals	Pink	2010	3.74	0.41	107253	400645	162572	396517.0732	164264.45
Alaska Totals	Pink	2009	3.18	0.26	97201	309094	81554	313669.2308	80364.44
Alaska Totals	Pink	2008	3.49	0.35	84089	293114	103423	295494.2857	102589.9
Alaska Totals	Pink	2007	3.5	0.19	144087	504832	98368	517726.3158	95918.08
Alaska Totals	Pink	2006	3.7	0.16	72808	269613	43372	271075	43138.08
Alaska Totals	Pink	2005	3.45	0.12	161237	556054	66256	552133.3333	66726.48
Alaska Totals	Pink	2004	3.63	0.1	99933	362395	26792	267920	36239.5
Alaska Totals	Pink	2003	3.58	0.09	124251	445256	41483	460922.2222	40073.04
Alaska Totals	Pink	2002	3.44	0.09	87310	300512	28200	313333.3333	27046.08
Alaska Totals	Pink	2001	3.35	0.13	127620	427580	57870	445153.8462	55585.4
Alaska Totals	Pink	2000	3.35	0.14	74800	251000	33980	242714.2857	35140
Alaska Totals	Pink	1999	2.96	0.14	145990	431600	60430	431642.8571	60424
Alaska Totals	Pink	1998	3.57	0.14	104770	373740	50980	364142.8571	52323.6
Alaska Totals	Pink	1997	3.69	0.15	71960	265470	39420	262800	39820.5
Alaska Totals	Pink	1996	3.32	0.1	97900	325160	31620	316200	32516
Alaska Totals	Pink	1995	3.39	0.19	128190	435450	81620	429578.9474	82735.5
Alaska Totals	Pink	1994	3.13	0.19	116720	364800	68970	363000	69312
Alaska Totals	Chum	2016	7.31	0.55	16189	118384	65185	118518.1818	65111.2
Alaska Totals	Chum	2015	7.46	0.48	15177	113232	54621	113793.75	54351.36
Alaska Totals	Chum	2014	8.36	0.6	11220	93667	56207	93678.33333	56200.2
Alaska Totals	Chum	2013	7.73	0.52	18578	143556	74067	142436.5385	74649.12
Alaska Totals	Chum	2012	8.35	0.76	20185	168558	127688	168010.5263	128104.08
Alaska Totals	Chum	2011	7.39	0.84	16993	125559	104940	124928.5714	105469.56
Alaska Totals	Chum	2010	7.66	0.7	18239	139657	97334	139048.5714	97759.9
Alaska Totals	Chum	2009	7.29	0.49	17972	130954	63919	130446.9388	64167.46
Alaska Totals	Chum	2008	8.06	0.59	18335	147819	87135	147686.4407	87213.21
Alaska Totals	Chum	2007	7.57	0.34	17.244	130518	44220	130058.8235	44376.12
Alaska Totals	Chum	2006	8.44	0.32	21532	181836	56300	175937.5	58187.52
Alaska Totals	Chum	2005	8.16	0.27	11760	95978	25558	94659.25926	25914.06
Alaska Totals	Chum	2004	7.85	0.21	16531	129835	26792	127580.9524	27265.35
Alaska Totals	Chum	2003	6.96	0.19	17993	125254	24348	128147.3684	23798.26
Alaska Totals	Chum	2002	8.61	0.19	16210	139540	25853	136068.4211	26512.6
Alaska Totals	Chum	2001	8.37	0.34	15400	128810	45050	132500	43795.4
Alaska Totals	Chum	2000	8.88	0.27	24290	215760	57220	211925.9259	58255.2
Alaska Totals	Chum	1999	8.97	0.18	20480	183800	35160	195333.3333	33084
Alaska Totals	Chum	1998	8.61	0.18	19070	164100	30350	168611.1111	29538
Alaska Totals	Chum	1997	8.68	0.25	16240	140940	34980	139920	35235
Alaska Totals	Chum	1996	10.18	0.17	21240	216400	37340	219647.0588	36788
Alaska Totals	Chum	1995	7.75	0.32	18304	145620	47070	147093.75	46598.4
Alaska Totals	Chum	1994	7.4	0.26	16580	122500	31840	122461.5385	31850
